Date,Price,Open,High,Low,Vol.,Change %
Feb 18 2022,2779.56,2893.78,2943.14,2754.15,623.19K,-3.96%
Feb 17 2022,2894.03,3122.33,3159.83,2855.66,661.98K,-7.21%
Feb 16 2022,3118.90,3182.32,3184.88,3045.92,416.70K,-1.99%
Feb 15 2022,3182.27,2929.29,3193.18,2912.61,540.04K,8.64%
Feb 14 2022,2929.31,2871.06,2963.70,2834.13,477.24K,2.06%
Feb 13 2022,2870.25,2917.16,2952.94,2838.29,303.12K,-1.61%
Feb 12 2022,2917.10,2927.64,2984.72,2858.85,433.29K,-0.36%
Feb 11 2022,2927.63,3071.80,3136.33,2880.60,607.93K,-4.69%
Feb 10 2022,3071.83,3243.73,3277.36,3058.59,742.54K,-5.30%
Feb 09 2022,3243.62,3115.91,3266.41,3055.95,477.82K,4.10%
Feb 08 2022,3115.88,3139.65,3228.86,3029.70,664.45K,-0.77%
Feb 07 2022,3140.18,3056.29,3185.77,2995.59,568.42K,2.75%
Feb 06 2022,3056.20,3013.75,3073.23,2957.16,316.58K,1.41%
Feb 05 2022,3013.81,2994.74,3058.88,2963.11,473.62K,0.63%
Feb 04 2022,2994.99,2692.80,2994.99,2671.72,908.75K,11.22%
Feb 03 2022,2692.80,2680.66,2723.97,2579.80,549.27K,0.44%
Feb 02 2022,2681.00,2787.16,2809.57,2618.07,602.40K,-3.81%
Feb 01 2022,2787.16,2686.82,2808.60,2676.32,521.74K,3.73%
Jan 31 2022,2686.82,2602.71,2704.64,2478.85,601.73K,3.23%
Jan 30 2022,2602.77,2600.12,2636.04,2543.99,381.84K,0.11%
Jan 29 2022,2600.02,2545.95,2632.51,2520.14,484.18K,2.12%
Jan 28 2022,2545.95,2424.66,2556.34,2362.53,634.50K,5.00%
Jan 27 2022,2424.66,2462.25,2515.19,2317.30,774.54K,-1.49%
Jan 26 2022,2461.41,2458.07,2719.32,2405.66,1.05M,0.14%
Jan 25 2022,2458.07,2441.01,2504.32,2352.36,656.03K,0.70%
Jan 24 2022,2441.01,2540.81,2540.81,2161.55,1.56M,-3.93%
Jan 23 2022,2540.81,2412.52,2547.19,2373.85,766.83K,5.32%
Jan 22 2022,2412.52,2570.67,2621.21,2311.80,1.48M,-6.17%
Jan 21 2022,2571.29,3000.21,3032.69,2471.80,1.42M,-14.43%
Jan 20 2022,3004.72,3084.48,3270.71,2989.19,481.08K,-2.56%
Jan 19 2022,3083.65,3160.15,3173.63,3049.30,459.81K,-2.42%
Jan 18 2022,3160.15,3209.43,3242.47,3084.48,399.19K,-1.53%
Jan 17 2022,3209.35,3346.63,3356.45,3142.40,375.28K,-4.10%
Jan 16 2022,3346.59,3326.50,3388.22,3276.44,295.68K,0.57%
Jan 15 2022,3327.74,3307.84,3369.95,3265.41,292.10K,0.60%
Jan 14 2022,3307.90,3241.95,3341.24,3195.65,415.18K,2.16%
Jan 13 2022,3238.03,3370.87,3407.98,3234.97,462.81K,-3.94%
Jan 12 2022,3370.89,3238.22,3406.79,3208.00,530.96K,4.11%
Jan 11 2022,3237.89,3084.64,3262.78,3053.40,505.21K,4.94%
Jan 10 2022,3085.43,3150.27,3179.96,2931.68,804.38K,-2.06%
Jan 09 2022,3150.30,3079.89,3210.34,3060.47,415.87K,2.28%
Jan 08 2022,3080.02,3198.14,3244.46,3001.76,566.06K,-3.61%
Jan 07 2022,3195.31,3407.22,3413.26,3077.30,979.25K,-6.23%
Jan 06 2022,3407.77,3536.15,3550.19,3306.14,701.89K,-3.62%
Jan 05 2022,3535.86,3784.47,3846.44,3418.46,582.71K,-6.69%
Jan 04 2022,3789.52,3764.62,3889.07,3715.24,415.81K,0.67%
Jan 03 2022,3764.24,3830.70,3849.50,3682.48,338.51K,-1.73%
Jan 02 2022,3830.67,3765.67,3851.16,3718.33,242.55K,1.73%
Jan 01 2022,3765.67,3677.69,3775.20,3675.75,239.54K,2.39%
Dec 31 2021,3677.85,3709.38,3812.01,3623.74,405.65K,-0.85%
Dec 30 2021,3709.57,3629.33,3767.93,3589.64,355.72K,2.25%
Dec 29 2021,3627.93,3792.95,3825.97,3607.20,456.03K,-4.32%
Dec 28 2021,3791.69,4036.86,4036.86,3760.86,527.23K,-6.06%
Dec 27 2021,4036.24,4062.02,4125.22,4033.04,313.32K,-0.62%
Dec 26 2021,4061.27,4093.38,4104.23,4005.38,283.58K,-0.78%
Dec 25 2021,4093.14,4043.60,4136.03,4024.87,308.53K,1.23%
Dec 24 2021,4043.39,4110.20,4133.77,4024.24,353.85K,-1.62%
Dec 23 2021,4110.14,3979.57,4149.17,3895.89,573.18K,3.28%
Dec 22 2021,3979.54,4016.25,4072.40,3944.15,426.43K,-0.92%
Dec 21 2021,4016.59,3944.03,4058.76,3915.56,496.71K,1.98%
Dec 20 2021,3938.80,3925.46,3978.66,3757.42,531.11K,0.34%
Dec 19 2021,3925.34,3959.90,4025.36,3890.90,442.49K,-0.87%
Dec 18 2021,3959.83,3878.20,3993.05,3769.91,475.86K,2.10%
Dec 17 2021,3878.29,3957.12,3993.87,3702.33,654.90K,-1.98%
Dec 16 2021,3956.62,4019.57,4108.24,3955.46,512.12K,-1.56%
Dec 15 2021,4019.24,3860.51,4090.15,3649.69,821.22K,4.08%
Dec 14 2021,3861.55,3782.12,3879.43,3690.06,577.61K,2.11%
Dec 13 2021,3781.94,4131.47,4141.27,3673.19,891.67K,-8.47%
Dec 12 2021,4131.78,4078.17,4173.21,3988.29,360.45K,1.38%
Dec 11 2021,4075.66,3903.52,4094.92,3836.92,581.26K,4.41%
Dec 10 2021,3903.48,4107.20,4226.79,3894.03,798.12K,-4.97%
Dec 09 2021,4107.69,4435.74,4482.89,4078.14,642.17K,-7.40%
Dec 08 2021,4435.74,4307.08,4449.69,4229.63,574.33K,2.99%
Dec 07 2021,4307.08,4351.36,4424.20,4259.45,550.78K,-1.06%
Dec 06 2021,4353.31,4194.95,4373.23,3922.65,993.79K,3.78%
Dec 05 2021,4194.80,4118.27,4247.38,4036.00,707.69K,1.73%
Dec 04 2021,4123.46,4219.30,4237.56,3533.02,1.52M,-2.27%
Dec 03 2021,4219.30,4512.90,4646.73,4047.07,942.77K,-6.51%
Dec 02 2021,4512.90,4583.28,4629.75,4437.53,608.07K,-1.54%
Dec 01 2021,4583.28,4628.72,4778.14,4525.33,669.18K,-0.99%
Nov 30 2021,4628.90,4443.22,4749.12,4349.21,973.46K,4.18%
Nov 29 2021,4443.22,4296.98,4456.82,4280.18,532.66K,3.40%
Nov 28 2021,4296.98,4095.16,4297.63,3980.24,487.53K,4.94%
Nov 27 2021,4094.80,4037.06,4183.02,4029.06,370.73K,1.49%
Nov 26 2021,4034.53,4520.30,4548.10,3917.43,1.00M,-10.75%
Nov 25 2021,4520.30,4270.73,4549.74,4248.90,578.65K,5.77%
Nov 24 2021,4273.54,4340.23,4372.83,4172.19,595.96K,-1.54%
Nov 23 2021,4340.23,4086.73,4384.75,4064.17,684.35K,6.20%
Nov 22 2021,4086.95,4268.07,4311.46,4026.75,717.08K,-4.24%
Nov 21 2021,4268.08,4409.02,4422.60,4246.20,446.23K,-3.19%
Nov 20 2021,4408.85,4295.27,4434.27,4206.75,462.99K,2.64%
Nov 19 2021,4295.43,3996.29,4305.41,3978.08,571.96K,7.34%
Nov 18 2021,4001.87,4290.31,4342.74,3958.44,792.38K,-6.74%
Nov 17 2021,4290.88,4208.29,4298.30,4071.01,664.94K,1.97%
Nov 16 2021,4208.16,4562.97,4562.97,4115.31,1.12M,-7.78%
Nov 15 2021,4562.98,4625.71,4769.38,4543.47,495.96K,-1.35%
Nov 14 2021,4625.59,4644.40,4692.76,4514.95,340.96K,-0.41%
Nov 13 2021,4644.61,4665.76,4705.02,4585.37,290.27K,-0.49%
Nov 12 2021,4667.31,4720.50,4807.16,4511.96,634.59K,-1.13%
Nov 11 2021,4720.87,4633.98,4778.17,4578.66,418.61K,1.87%
Nov 10 2021,4634.03,4731.83,4864.06,4498.78,761.90K,-2.07%
Nov 09 2021,4731.83,4808.34,4836.69,4715.43,437.41K,-1.59%
Nov 08 2021,4808.38,4612.05,4822.97,4612.05,673.21K,4.26%
Nov 07 2021,4612.06,4517.27,4634.39,4502.70,337.81K,2.10%
Nov 06 2021,4517.36,4475.00,4526.75,4330.29,442.60K,0.95%
Nov 05 2021,4475.00,4534.96,4569.31,4439.67,409.75K,-1.33%
Nov 04 2021,4535.11,4601.93,4604.83,4421.87,495.86K,-1.46%
Nov 03 2021,4602.21,4586.96,4661.88,4458.87,634.68K,0.35%
Nov 02 2021,4586.06,4320.85,4598.38,4287.36,630.26K,6.14%
Nov 01 2021,4320.85,4287.41,4376.94,4157.51,574.26K,0.78%
Oct 31 2021,4287.56,4322.00,4393.61,4169.48,555.32K,-0.77%
Oct 30 2021,4320.65,4413.70,4428.41,4250.24,494.87K,-2.11%
Oct 29 2021,4413.70,4284.90,4458.30,4268.21,781.57K,3.01%
Oct 28 2021,4284.90,3921.54,4289.80,3896.33,865.80K,9.25%
Oct 27 2021,3921.93,4130.06,4299.61,3914.06,1.07M,-5.03%
Oct 26 2021,4129.51,4219.92,4291.98,4098.19,559.29K,-2.14%
Oct 25 2021,4219.92,4082.68,4234.76,4069.94,481.41K,3.36%
Oct 24 2021,4082.80,4168.80,4184.00,3965.84,507.63K,-2.06%
Oct 23 2021,4168.85,3970.94,4169.33,3938.79,487.03K,4.98%
Oct 22 2021,3970.94,4053.89,4164.11,3896.40,654.77K,-2.05%
Oct 21 2021,4054.16,4160.51,4366.91,4029.48,1.14M,-2.54%
Oct 20 2021,4159.89,3876.76,4168.12,3830.26,752.03K,7.30%
Oct 19 2021,3876.78,3745.46,3884.34,3733.78,488.60K,3.45%
Oct 18 2021,3747.60,3848.64,3892.01,3685.82,578.21K,-2.55%
Oct 17 2021,3845.47,3827.55,3917.56,3664.63,543.52K,0.47%
Oct 16 2021,3827.55,3869.05,3967.43,3804.55,527.61K,-1.02%
Oct 15 2021,3866.90,3790.34,3904.91,3735.21,721.14K,2.02%
Oct 14 2021,3790.41,3607.36,3820.47,3588.24,697.09K,5.08%
Oct 13 2021,3607.28,3491.08,3612.04,3416.00,557.18K,3.36%
Oct 12 2021,3489.90,3541.49,3545.35,3404.49,609.89K,-1.56%
Oct 11 2021,3545.06,3414.93,3622.53,3381.43,683.24K,3.81%
Oct 10 2021,3415.03,3574.52,3599.18,3409.22,767.49K,-4.45%
Oct 09 2021,3574.20,3559.96,3626.11,3541.40,464.11K,0.42%
Oct 08 2021,3559.42,3586.91,3668.35,3537.24,681.74K,-0.74%
Oct 07 2021,3586.00,3575.43,3650.18,3473.47,826.29K,0.30%
Oct 06 2021,3575.41,3515.35,3627.19,3345.56,1.05M,1.65%
Oct 05 2021,3517.26,3383.32,3540.83,3365.28,663.88K,3.97%
Oct 04 2021,3382.90,3417.26,3436.34,3273.22,826.83K,-1.01%
Oct 03 2021,3417.34,3388.83,3485.48,3346.63,642.59K,0.84%
Oct 02 2021,3388.97,3309.14,3467.95,3265.97,778.15K,2.41%
Oct 01 2021,3309.13,2999.86,3329.32,2972.75,1.14M,10.28%
Sep 30 2021,3000.59,2851.06,3047.08,2837.68,968.23K,5.23%
Sep 29 2021,2851.50,2807.15,2948.50,2784.66,728.86K,1.57%
Sep 28 2021,2807.28,2926.04,2969.18,2791.42,896.28K,-4.07%
Sep 27 2021,2926.24,3061.86,3163.86,2926.24,865.30K,-4.48%
Sep 26 2021,3063.51,2922.47,3113.65,2740.12,1.33M,4.82%
Sep 25 2021,2922.55,2928.59,2965.48,2812.70,975.49K,-0.21%
Sep 24 2021,2928.57,3152.92,3158.38,2740.06,1.74M,-7.12%
Sep 23 2021,3152.92,3077.80,3173.00,3035.96,841.54K,2.44%
Sep 22 2021,3077.78,2764.71,3087.97,2740.58,1.19M,11.45%
Sep 21 2021,2761.52,2976.70,3101.88,2659.71,1.79M,-7.21%
Sep 20 2021,2976.05,3328.49,3344.04,2931.64,1.72M,-10.61%
Sep 19 2021,3329.12,3435.92,3455.67,3282.85,614.00K,-3.11%
Sep 18 2021,3435.97,3398.55,3539.50,3371.33,600.19K,1.10%
Sep 17 2021,3398.65,3569.92,3592.20,3352.32,748.10K,-4.78%
Sep 16 2021,3569.43,3612.23,3672.68,3488.53,195.79K,-1.18%
Sep 15 2021,3611.90,3430.36,3612.29,3361.63,790.27K,5.34%
Sep 14 2021,3428.87,3284.65,3428.87,3270.91,720.34K,4.39%
Sep 13 2021,3284.52,3408.17,3429.24,3118.66,1.34M,-3.63%
Sep 12 2021,3408.28,3267.33,3469.50,3231.87,805.97K,4.31%
Sep 11 2021,3267.33,3209.37,3345.37,3202.41,732.95K,1.87%
Sep 10 2021,3207.27,3423.87,3512.90,3156.28,1.21M,-6.32%
Sep 09 2021,3423.51,3498.92,3564.30,3395.94,1.09M,-2.05%
Sep 08 2021,3495.10,3424.35,3557.67,3221.60,780.68K,2.10%
Sep 07 2021,3423.12,3926.84,3945.79,3061.30,2.47M,-12.84%
Sep 06 2021,3927.21,3950.20,3968.20,3867.55,764.56K,-0.59%
Sep 05 2021,3950.62,3885.40,3981.22,3834.74,714.16K,1.69%
Sep 04 2021,3884.97,3938.45,3968.33,3844.07,672.53K,-1.30%
Sep 03 2021,3936.29,3785.85,4024.89,3715.97,1.20M,3.96%
Sep 02 2021,3786.19,3826.90,3833.89,3723.42,928.70K,-1.21%
Sep 01 2021,3832.73,3429.65,3839.91,3384.82,1.48M,11.72%
Aug 31 2021,3430.74,3228.23,3467.42,3191.34,1.52M,6.36%
Aug 30 2021,3225.67,3222.43,3345.72,3145.53,966.58K,0.11%
Aug 29 2021,3222.16,3243.96,3282.21,3155.31,643.73K,-0.67%
Aug 28 2021,3243.90,3273.78,3284.58,3212.24,466.21K,-0.91%
Aug 27 2021,3273.58,3093.78,3279.93,3063.37,839.54K,5.82%
Aug 26 2021,3093.54,3228.03,3249.62,3057.48,118.44K,-4.17%
Aug 25 2021,3228.15,3172.12,3247.43,3080.70,923.13K,1.73%
Aug 24 2021,3173.26,3322.60,3357.99,3150.75,988.82K,-4.41%
Aug 23 2021,3319.49,3238.41,3375.42,3231.96,1.09M,2.49%
Aug 22 2021,3238.70,3224.17,3271.94,3128.98,747.65K,0.46%
Aug 21 2021,3223.96,3285.12,3307.33,3200.19,768.74K,-1.83%
Aug 20 2021,3284.21,3184.83,3300.36,3179.18,739.32K,3.12%
Aug 19 2021,3184.82,3016.92,3185.51,2962.04,844.13K,5.57%
Aug 18 2021,3016.91,3012.62,3124.51,2951.04,750.74K,0.08%
Aug 17 2021,3014.58,3147.67,3290.03,2993.63,1.06M,-4.23%
Aug 16 2021,3147.65,3307.96,3334.22,3138.37,859.09K,-4.87%
Aug 15 2021,3308.87,3264.56,3318.61,3115.34,782.81K,1.35%
Aug 14 2021,3264.69,3322.25,3328.38,3209.45,658.60K,-1.74%
Aug 13 2021,3322.43,3043.20,3324.53,3035.52,795.54K,9.16%
Aug 12 2021,3043.61,3160.17,3236.28,2981.35,965.63K,-3.79%
Aug 11 2021,3163.66,3140.86,3269.70,3122.67,950.12K,0.73%
Aug 10 2021,3140.71,3162.81,3232.02,3057.84,1.12M,-0.70%
Aug 09 2021,3162.93,3011.88,3184.84,2899.24,1.44M,5.01%
Aug 08 2021,3012.07,3158.30,3188.49,2949.66,1.25M,-4.62%
Aug 07 2021,3158.00,2889.58,3169.74,2867.58,64.84K,9.29%
Aug 06 2021,2889.43,2827.23,2946.62,2726.04,1.06M,2.20%
Aug 05 2021,2827.21,2725.28,2842.95,2533.51,1.65M,3.74%
Aug 04 2021,2725.29,2506.50,2766.46,2462.32,1.23M,8.72%
Aug 03 2021,2506.65,2608.01,2631.43,2445.49,158.45K,-3.89%
Aug 02 2021,2608.04,2556.07,2664.73,2513.51,970.67K,2.03%
Aug 01 2021,2556.23,2530.94,2696.38,2515.26,1.20M,0.95%
Jul 31 2021,2532.19,2461.08,2551.68,2421.70,507.08K,2.89%
Jul 30 2021,2460.95,2380.59,2467.40,2320.80,1.03M,3.36%
Jul 29 2021,2380.93,2299.46,2397.71,2269.15,642.75K,3.56%
Jul 28 2021,2299.11,2300.21,2343.49,2246.23,968.94K,-0.05%
Jul 27 2021,2300.22,2230.24,2318.68,2152.92,1.25M,3.17%
Jul 26 2021,2229.53,2189.74,2430.01,2174.44,1.89M,1.81%
Jul 25 2021,2189.79,2166.98,2195.03,2108.74,786.94K,1.76%
Jul 24 2021,2151.85,2124.00,2162.29,2106.71,907.11K,1.33%
Jul 23 2021,2123.61,2024.51,2129.66,2000.27,961.67K,4.89%
Jul 22 2021,2024.58,1994.61,2043.26,1952.31,1.02M,1.51%
Jul 21 2021,1994.49,1786.18,2029.51,1758.64,1.51M,11.67%
Jul 20 2021,1786.07,1818.07,1840.36,1720.70,1.20M,-1.76%
Jul 19 2021,1818.07,1891.43,1915.15,1807.19,802.78K,-3.93%
Jul 18 2021,1892.42,1898.01,1988.24,1881.60,829.77K,-0.29%
Jul 17 2021,1897.98,1877.00,1917.80,1851.97,623.52K,1.05%
Jul 16 2021,1878.20,1917.21,1960.21,1852.42,619.62K,-2.03%
Jul 15 2021,1917.21,1994.73,2038.91,1884.81,645.06K,-3.88%
Jul 14 2021,1994.64,1940.48,2017.99,1868.45,1.05M,2.78%
Jul 13 2021,1940.72,2035.09,2042.61,1920.62,717.85K,-4.64%
Jul 12 2021,2035.09,2139.44,2167.60,2008.66,540.10K,-4.87%
Jul 11 2021,2139.35,2110.90,2173.34,2081.62,724.84K,1.34%
Jul 10 2021,2111.12,2146.15,2191.30,2078.43,929.32K,-1.62%
Jul 09 2021,2145.89,2120.05,2185.62,2066.09,1.42M,1.21%
Jul 08 2021,2120.22,2316.21,2322.47,2095.92,1.82M,-8.48%
Jul 07 2021,2316.57,2322.74,2402.68,2296.43,1.32M,-0.26%
Jul 06 2021,2322.72,2196.25,2347.47,2194.20,1.78M,5.76%
Jul 05 2021,2196.16,2322.60,2322.60,2163.09,822.95K,-5.47%
Jul 04 2021,2323.22,2224.70,2386.20,2222.95,1.39M,4.43%
Jul 03 2021,2224.70,2154.53,2236.97,2115.80,1.28M,3.25%
Jul 02 2021,2154.78,2108.58,2158.70,2019.75,1.39M,2.17%
Jul 01 2021,2109.11,2274.50,2274.63,2077.56,1.71M,-7.24%
Jun 30 2021,2273.84,2158.32,2281.55,2090.61,1.90M,5.33%
Jun 29 2021,2158.71,2083.48,2241.86,2076.17,898.06K,3.63%
Jun 28 2021,2083.09,1981.24,2142.84,1962.89,2.19M,5.21%
Jun 27 2021,1979.88,1830.42,1980.70,1808.59,1.87M,8.15%
Jun 26 2021,1830.62,1810.53,1850.40,1719.32,1.99M,1.11%
Jun 25 2021,1810.57,1989.77,2017.47,1793.47,1.65M,-8.98%
Jun 24 2021,1989.14,1968.76,2033.96,1886.74,1.64M,1.05%
Jun 23 2021,1968.39,1877.28,2043.10,1823.57,1.77M,4.89%
Jun 22 2021,1876.66,1890.95,1994.32,1707.24,2.84M,-0.77%
Jun 21 2021,1891.18,2244.25,2257.86,1868.32,2.69M,-15.72%
Jun 20 2021,2243.86,2166.30,2276.83,2045.03,1.42M,3.55%
Jun 19 2021,2166.91,2229.53,2276.70,2164.14,1.08M,-2.81%
Jun 18 2021,2229.53,2372.10,2376.62,2142.74,778.79K,-5.99%
Jun 17 2021,2371.62,2367.78,2459.11,2309.08,1.06M,0.18%
Jun 16 2021,2367.28,2544.35,2552.12,2353.24,1.37M,-6.94%
Jun 15 2021,2543.83,2581.42,2637.90,2512.39,1.95M,-1.46%
